INDEX_CHAT;TEXT;POLARITY;AVERAGE;LABEL
1296274841822277632;b'https://t.co/F2srKvfjse';0;0;Neutro
1296087426209898496;b'https://t.co/NWWnkOCkAs https://t.co/fmV529gxKC';0;0;Neutro
1295892269560664064;b'https://t.co/qshcSudmuo';0;0;Neutro
1294670656282533893;b'https://t.co/19LOATNDz2';0;0;Neutro
1294668258306592769;b'RT @acnavascalixto: Me uno a la campana #PostDoctoradoEsUnTrabajo. Y agrego: Seamos coherentes y no pongan en el CVLAC como Formacion Acade';1;1.0;Positivo
1295029068400820224;b'Charlene Chambliss: From Psychology to Natural Language Processing and Applied Research https://t.co/2B4GEpgTt6';0;0;Neutro
1293186685031784457;b'https://t.co/b21Jpksfgh';0;0;Neutro
1292534338987405321;b'RT @nahunandres: Armando Benedetti dice que lleva 14 meses sin tomar, cuando cumpla una semana sin robar, le partimos una torta. ';1;0.5;Positivo
1292183920428097538;b'https://t.co/POm9PNzbis';0;0;Neutro
1286406986079391745;|b'Ya inicio la charla ;) ... Los espero... https://t.co/wUpghLi0fx'|;1;1.0;Negativo
1286466210981392386;b'https://t.co/UjxZo7fSrb';0;0;Neutro
1286131692458082305;b'RT @OafToBark23: Manana nos vemos a las 4:00 pm @gabrielmoreno10 @Juanpapajaro  https://t.co/RBmSdma5LW';0;0; 
1286043188143128576;b'https://t.co/0cXDmDSobz';0;0;Neutro
1284171888118370304;b'Una buena charla... Sobre procesamiento de lenguaje natural... #NLP #IA #SNA https://t.co/FRvK9RX65H';1;0.5;Positivo
1283767148897357826;b'RT @GodColombiano: Noticia sacada de contexto. (Borrado el tuit anterior)\n\n\nCorregir siempre sera una accion caballerosa y noble.';1;0.6666666666666666;Positivo
1283250936958377986;|b'Interesante para procesamiento de alto desempeno...  Incrusta procesamiento CUDA ;) #IA #NLP #Pandas #Cuda https://t.co/AIVOG9TwfV'|;1;1.0;Positivo
1283241219703951360;b'https://t.co/LdRFQFBjA7';0;0;Neutro
1283107845379153930;b'https://t.co/9h1pIgJyLU';0;0;Neutro
1282439764558467074;b'https://t.co/7s9SgY8568';0;0;Neutro
1281383404072771591;|b'RT @ZihangDai: In NLP, the O(TD^2) linear projections in Transformer often cost more FLOPs than the O(T^2D) attention as commonly D &gt; T. Wh'|;0;0;Neutro
1281099634287542272;b'https://t.co/QSp4JNKYjT';0;0;Neutro
1280876439257124866;b'RT @acnavascalixto: Muy grave lo que esta pasando en @MincienciasCo. Un engranaje, los gestores contratistas de las convocatoria, ha parado';1;1.0;Negativo
1279107583706619905;b'https://t.co/B6HhhA1Fet';0;0;Neutro
1279870145675038720;b'https://t.co/QwB1iV12s2';0;0;Neutro
1275813737316757504;b'https://t.co/MMHLXQ85CP';0;0;Neutro
1275813024427724801;b'https://t.co/FsNbeofeYC';0;0;Neutro
1275274448871055360;b'RT @aclmeeting: Exciting news, everyone: The conference proceedings are available! #acl2020nlp https://t.co/DR3qPFFLtm';0;0;Neutro
1274446323991732224;b'https://t.co/q6JilqIjXq';0;0;Neutro
1274371698851266563;b'https://t.co/6Yxy5uZrk7';0;0;Neutro
1273277485896122370;b'https://t.co/4R1LRyS26l';0;0;Neutro
1273115755790446592;b"RT @ai2_allennlp: #AllenNLP 1.0 is just out, and it's the cumulation of months of work and over 500 commits.  For an overview of what's new";0;0;Neutro
1272771547527340033;b'https://t.co/jPlx53YRya';0;0;Neutro
1272770287323488257;b'https://t.co/TYB8gRYSMC';0;0;Neutro
1269430315216523265;b'https://t.co/SnBm9NNftv';0;0;Neutro
1266147238507499520;b'https://t.co/K0ERjDPmxI';0;0;Neutro
1267252887769489409;b'https://t.co/EfumSPVC3V';0;0;Neutro
1265456426123702275;b'https://t.co/ogRpAy9v9V';0;0;Neutro
1265388541200252930;b'RT @CienciaSumerce: Como ser toxico sin morir en el intento: Las ranas venenosas no les da un patatus con sus propias toxinas y @frogsicles';1;1.0;Negativo
1265406725064208384;b'https://t.co/dBjArykIwn';0;0;Neutro
1265388104149544966;b'RT @themusicpimp: Lo voy a pulir \n\nNO \nPUEDO \n https://t.co/IBbBxhrWiM';1;1.0;Positivo
1265375513524285450;b'https://t.co/TYqkTZkodv';0;0;Neutro
1265007822909079552;b'RT @NanyPardo: Colombia es una fabrica de "ninos bien" que luego crecen y se convierten en "gente bien". Por que nos aterramos tanto enton';1;1.0;Positivo
1260641149292654593;b'SNA is a cool feature inside #elasticsearch #SNA #socialnetwork https://t.co/JRMcVqhLbR';0;0;Neutro
1260310885056286721;|b'@Duban_OrtizP Hay que hacer las cosas un dia a la vez... pero sobre todo hacerlas y terminarlas ;)'|;0;0; 
1260607337993248769;b'RT @scikit_learn: Scikit-learn 0.23 is out!\n\nCheck out the highlights at https://t.co/jrcml8LGUB\n\nIncluding: GLMs (Poisson, Gamma), HTML re';0;0;Neutro
1259153093616377857;b'RT @CienciaSumerce: Este domingo 1:30 pm por @SenalColombia se estrena #Embusters, un programa que hicimos con @TodoEsCienciaCo, donde abor';0;0; 
1258438763757199360;b'https://t.co/R8barzCu9b';0;0;Neutro
1258113515857969154;b'@AlianzaCAOBA Estamos iniciando... el taller de perfiles en Twitter ... PLN Aplicado: Con que periodista te identi https://t.co/kZk9zsIm0b';1;1.0;Negativo
1258112582524821504;b'@AlianzaCAOBA Estamos iniciando... el taller de perfiles en Twitter ... PLN Aplicado: Con que periodista te identi https://t.co/zSWV7q588z';1;1.0;Negativo
1257869858559062016;b'Manana estare con @AlianzaCAOBA y #CacharreandoDatos hablando y realizando un taller practico en Youtube Caoba, par https://t.co/1YUlf3QLYd';1;0.6666666666666666;Positivo
1257869590471880706;b'Manana estare con @AlianzaCAOBA y #CacharreandoDatos hablando y realizando un taller practico en Youtube Caoba, par https://t.co/psR02m2ibE';1;0.6666666666666666;Positivo
1257866674792996865;b'RT @AlianzaCAOBA: #CacharreandoDatos La masificacion de las redes sociales permiten hacer ejercicios de analisis de perfil. Manana en la ho';1;1.0;Positivo
1257351468337770497;b'https://t.co/gU1CPSGsIC';0;0;Neutro
1255947766670467077;b'https://t.co/yYY82jJoHO';0;0;Neutro
1254876575956447237;b'RT @AllTooHumean: GRAN FINAL GRAN\n\nAHORA SI, me oyen?, me escuchan?\nHEMOS LLEGADO A LA GRAN FINAL del #mundialdefilosofos\n\nDespues';1;1.0;Negativo
1253063855904821251;b'RT @AlianzaCAOBA: El programa de hoy estuvo realmente increible y super interesante! Gracias a nuestros suscriptores por acompanarnos. A qu';1;0.6666666666666666;Positivo
1253063753819619332;b'Les comparto el especial de NLP en el que participe con Alianza CAOBA.  #linguistic #nlp #digitalmedia https://t.co/zPyyf8dcQ3';0;0; 
1253036205639454721;b'RT @AlianzaCAOBA: #CacharreandoDatos Conectate ya a la hora de cacharreo. Hoy nuestros invitados especiales los Doctores @gabrielmoreno10 y';0;0; 
1252791341333045249;b'RT @AllTooHumean: Cuartos de final: solo ocho contendientes quedan en pie. Cada vez las elecciones son mas dificiles y renidas, los debates';1;0.75;Negativo
1252790727341416448;b'RT @AllTooHumean: Oooooctavos de finaaal, cada vez menos pensadores quedan en la contienda, debates enardecidos, argumentos, falacias, reto';1;1.0;Negativo
1252691943420764160;b'RT @lisspereira: Hice este videito motivacion al para ustedes con amor  #DivaDeEscasosRecursos https://t.co/TgJ3owIAf0';1;1.0;Positivo
1252702285207085061;b'RT @RedGCTI: Members of the International Bioethics Committee @UNESCO https://t.co/xTaqAwRebD\n\nCongratulations to #EduardoRueda, member of';0;0;Neutro
1252676876574707714;b'@eccarrilloe @lumoncolombia Jajaja';0;0; 
1250244011782221827;b'La importancia del social media y el problema de la desinformacion. #nlp #machinelearning #linguistic #digitalmedia https://t.co/KHvJLJB9op';1;0.6666666666666666;Negativo
1250176970400370688;b'https://t.co/9xeV1vcAzH';0;0;Neutro
1249882379784581121;b'https://t.co/ciCDOqEXby';0;0;Neutro
1249855082243534849;b'RT @honnibal: Now that @karpathy has everyone talking about understanding backprop again, I got inspired to finish my own weird take\n\nTo u';0;0;Neutro
1249698241660280832;b'RT @NLTK_org: NLTK 3.5 is out! Version 3.5 adds support for Python 3.8 and drops support for Python 2. https://t.co/SQBo81ed8U';0;0;Neutro
1249382375009779714;b'RT @MantillaIgnacio: Ha fallecido el dia de ayer, a la edad de 82 anos, el prolifico matematico britanico John Horton Conway.\nLa gente pie';1;0.5;Negativo
1249311870156234752;b'RT @clef_initiative: Due to the Covid-19 pandemic, we have decided to run #clef2020 as an online only event. More information will follow.';0;0;Neutro
1248395671989714945;b'https://t.co/sN61S9yCfx';0;0;Neutro
1247624961545646081;b'RT @sailorhg: to all my haters  https://t.co/goKpXkuDMJ';0;0;Neutro
1247342947726655488;b'https://t.co/gi2Z2DuwCT';0;0;Neutro
1247325317527678977;b'https://t.co/oomVkjV0b7';0;0;Neutro
1246150247660679168;b'https://t.co/Tcf8eKbRVg';0;0;Neutro
1246120881547591683;b'https://t.co/1PFM4z1QFV';0;0;Neutro
1246115655239315457;b'RT @KirkDBorne: The Evolution of AnalyticsOpportunities and Challenges for #MachineLearning in Business: https://t.co/w0y0C0cmF1 via @SASs';0;0;Neutro
1243750293831069697;b'RT @jdwittenauer: The Book Of Five Rings https://t.co/Mvb4r69ixj';0;0;Neutro
1243274735087161345;b'Interesante, la importancia de las redes sociales en epocas del COVID-19.  #NLP #IA #MachineLearning #Linguistic https://t.co/yrWRDWnWBE';1;1.0;Positivo
1242543967360729093;b'RT @acnavascalixto: @zuluagajorge Jorge, contacta a la direccion o vicerrectoria de investigaciones de tu U, mi propuesta es que cada IES c';1;1.0;Positivo
1241890948038172673;b'RT @notibomba:  El presidente @nayibbukele da catedra de como un pais y en especial un presidente debe enfrentar una crisis como la pandem';1;1.0;Negativo
1242449463643451393;b'RT @peterlovesdata: You have to do text annotation? \n\nHave a look at https://t.co/uPr8gsWHHF by @explosion_ai. \n\nThis really seems to';0;0;Neutro
1241222170203824134;b'https://t.co/iD4u6GYNM4';0;0;Neutro
1241127688087244801;b'https://t.co/B52bTpDS9t';0;0;Neutro
1238930568726941696;|b'@lumoncolombia @shopper_market probando de redes sociales;) https://t.co/cF541KszZt'|;1;1.0;Positivo
1238200320548880388;|b'@lumoncolombia hablando de analitica de redes... ;) https://t.co/umiiF1IkzS'|;0;0; 
1238159852641320961;b'RT @jezzzini: mi amiga que estudia un doctorado en filosofia me invito a tomar una cerveza con sus amigos de la uni y yo dije: QUE PUEDE';1;1.0;Positivo
1237925250517647361;|b'@lumoncolombia disfrutando de clase de redes sociales... ;) https://t.co/0rPOzCf95D'|;1;1.0;Positivo
1237924332237664256;|b'@lumoncolombia Disfrutando de la clase de redes sociales ;)... https://t.co/5JLBgveDrf'|;1;1.0;Positivo
1237746569983770625;b'https://t.co/lTjaEPRRYD';0;0;Neutro
1237138364945641473;|b'@lumoncolombia redes y mas linguistica que gusto ;) https://t.co/X5K5cJpkim'|;1;1.0;Positivo
1237470005136183296;b'https://t.co/K1YXHSnOdu';0;0;Neutro
1236100892291665920;b'https://t.co/ebQHZK3vjD';0;0;Neutro
1236049861214076930;b'RT @lumoncolombia: Estamos contentos de participar en el Primer encuentro Consorcio CEEN. LUMON seleccionado entre las 20   empresas pioner';1;1.0;Positivo
1236032776148840449;b'RT @MarcoBrambi: To Protect Democracy We Need to Upgrade our Cognitive Immunity by @mgorbis #immunity #democracy #elections https://t.co/hN';0;0;Neutro
1235671841324359680;b'@lumoncolombia hola mundo';0;0; 
1235217537639616513;b'RT @mbonva: I grafici che usano a Singapore per fare prevenzione attiva #coronavirus. \nZone cluster, link tra contagiati, esito tamponi.\nfo';0;0;Neutro
1234990581559914496;b'RT @CarlosFGalan: Mientras que homicidios en Bogota aumentan y la inseguridad empeora la propuesta de plan de desarrollo baja la inversion';1;1.0;Negativo
1234977561735680001;b'Recursos para aprender Python... muy bueno para novatos... #Python #NLP #ML https://t.co/B4Bz4X8dJ2';1;0.5;Negativo
1234977328008060928;b"RT @_inesmontani: Looking to self-publish your own interactive online courses?  \n\nIt's now even easier, thanks to the amazing @hayleyfboy";0;0;Neutro
1234991139695943681;b"RT @dataandme: From the framework that brought you @noamross' GAMs, and @juliasilge's tidymodels tutorials (seriously @_inesmontani has cr";0;0;Neutro
1234921913933352960;b'RT @GloriaAgudeloCa: Encartado con su #PutoJuegoDeMesa, @DanielSamperO\n uso atrevidamente foto de los hijos del presidente Duque.\nEn su des';1;1.0;Positivo
1234480039699402752;b'Para los que necesitamos constantemente de datos, les comparto una fuente de conjuntos de datos interesantes. https://t.co/U4QSQLJYVx';1;1.0;Negativo
1232090618786172930;b'RT @AlianzaCAOBA: Queremos compartirles los resultados de nuestras investigaciones, por eso mensualmente compartiremos en el canal #PapersC';0;0; 
1232094196045156358;b'RT @torrenegra: These are the companies doing the most remote hiring (technical roles) recently. You can see and filter the jobs at https:/';0;0;Neutro
1232036816703889408;b'@lumoncolombia que buena reunion de redes sociales. https://t.co/zUmamQycIx';1;1.0;Positivo
1229981516219940866;b'Algunos #innovadores https://t.co/dEBPXQQHs8';1;1.0;Positivo
1231291891100065795;b'RT @DataScienceCtrl: 10 Common NLP Terms Explained for the Text Analysis Novice https://t.co/Yw1JAucFJ3';0;0;Neutro
1229883790501326854;b'RT @jason_mayes: I present to you my latest #prototype. Real-time person removal from complex backgrounds in #JavaScript using #TensorFlowJ';0;0;Neutro
1229430789252755459;b'@lumoncolombia @hcmariano  que bueno entender redes sociales #ok https://t.co/MqNnyDUf5s';1;1.0;Positivo
1228529606665408516;b'RT @sir_sw: @Yo_Filomena Los sobrinos salen mucho mas baratos y hacen casi lo mismo ';1;1.0;Positivo
