word;label;value;num
amonestado;Negativo;-1;1
amonestador;Negativo;-1;1
amonestados;Negativo;-1;1
amonestar;Negativo;-1;1
amor;Positivo;1;1
amoral;Negativo;-1;1
amores;Positivo;1;1
amorosa;Positivo;1;1
amorosas;Positivo;1;1
amoroso;Positivo;1;1
amorosos;Positivo;1;1
amplia;Positivo;1;1
ampliamente;Positivo;1;1
amplias;Positivo;1;1
amplio;Positivo;1;1
amplios;Positivo;1;1
ampolla;Negativo;-1;1
amputar;Negativo;-1;1
analfabeta;Negativo;-1;1
analfabetas;Negativo;-1;1
analfabeto;Negativo;-1;1
analfabetos;Negativo;-1;1
anarquia;Negativo;-1;1
anarquismo;Negativo;-1;1
anarquista;Negativo;-1;1
andrajosa;Negativo;-1;1
andrajosas;Negativo;-1;1
andrajoso;Negativo;-1;1
andrajosos;Negativo;-1;1
anemica;Negativo;-1;1
anemicas;Negativo;-1;1
anemico;Negativo;-1;1
anemicos;Negativo;-1;1
angel;Positivo;1;1
angeles;Positivo;1;1
angelical;Positivo;1;1
angelicales;Positivo;1;1
angustia;Negativo;-1;1
angustiada;Negativo;-1;1
angustiadas;Negativo;-1;1
angustiado;Negativo;-1;1
angustiados;Negativo;-1;1
angustiosa;Negativo;-1;1
angustiosamente;Negativo;-1;1
angustiosas;Negativo;-1;1
angustioso;Negativo;-1;1
angustiosos;Negativo;-1;1
anhelo;Negativo;-1;1
animada;Positivo;1;1
animadas;Positivo;1;1
animado;Positivo;1;1
animados;Positivo;1;1
animar;Positivo;1;1
animo;Positivo;1;1
animos;Positivo;1;1
animosidad;Negativo;-1;1
aniñada;Negativo;-1;1
aniñadas;Negativo;-1;1
aniñado;Negativo;-1;1
aniñados;Negativo;-1;1
aniquilacion;Negativo;-1;1
aniquilar;Negativo;-1;1
anomala;Negativo;-1;1
anomalas;Negativo;-1;1
anomalia;Negativo;-1;1
anomalo;Negativo;-1;1
anomalos;Negativo;-1;1
anonadada;Negativo;-1;1
anonadadas;Negativo;-1;1
anonadado;Negativo;-1;1
anonadados;Negativo;-1;1
anormal;Negativo;-1;1
ansiedad;Negativo;-1;1
ansiedades;Negativo;-1;1
antagonica;Negativo;-1;1
antagonicas;Negativo;-1;1
antagonico;Negativo;-1;1
antagonicos;Negativo;-1;1
antagonismo;Negativo;-1;1
antagonista;Negativo;-1;1
antiamericano;Negativo;-1;1
anticuada;Negativo;-1;1
anticuadas;Negativo;-1;1
anticuado;Negativo;-1;1
anticuados;Negativo;-1;1
antieconomico;Negativo;-1;1
antiisraeli;Negativo;-1;1
antinatural;Negativo;-1;1
antinaturalmente;Negativo;-1;1
antiocupacion;Negativo;-1;1
antipatia;Negativo;-1;1
antipatica;Negativo;-1;1
antipaticas;Negativo;-1;1
antipatico;Negativo;-1;1
antipaticos;Negativo;-1;1
antisemitas;Negativo;-1;1
antisocial;Negativo;-1;1
antitetica;Negativo;-1;1
antiteticas;Negativo;-1;1
antitetico;Negativo;-1;1
antiteticos;Negativo;-1;1
anudada;Negativo;-1;1
anudadas;Negativo;-1;1
anudado;Negativo;-1;1
anudados;Negativo;-1;1
anular;Negativo;-1;1
añicos;Negativo;-1;1
apagador;Negativo;-1;1
apalear;Negativo;-1;1
apasionada;Positivo;1;1
apasionadamente;Positivo;1;1
apasionadas;Positivo;1;1
apasionado;Positivo;1;1
apasionados;Positivo;1;1
apatia;Negativo;-1;1
apatica;Negativo;-1;1
apaticamente;Negativo;-1;1
apaticas;Negativo;-1;1
apatico;Negativo;-1;1
apaticos;Negativo;-1;1
apelar;Positivo;1;1
apesta;Negativo;-1;1
aplastada;Negativo;-1;1
aplastadas;Negativo;-1;1
aplastado;Negativo;-1;1
aplastados;Negativo;-1;1
aplastante;Negativo;-1;1
aplastar;Negativo;-1;1
aplaudir;Positivo;1;1
apocada;Negativo;-1;1
apocadas;Negativo;-1;1
apocado;Negativo;-1;1
apocados;Negativo;-1;1
apocalipsis;Negativo;-1;1
apocaliptica;Negativo;-1;1
apocalipticas;Negativo;-1;1
apocaliptico;Negativo;-1;1
apocalipticos;Negativo;-1;1
apologista;Negativo;-1;1
apoteosis;Positivo;1;1
apoyada;Positivo;1;1
apoyadas;Positivo;1;1
apoyado;Positivo;1;1
apoyados;Positivo;1;1
apoyar;Positivo;1;1
apoyo;Positivo;1;1
aprecia;Positivo;1;1
apreciable;Positivo;1;1
apreciada;Positivo;1;1
apreciadas;Positivo;1;1
apreciado;Positivo;1;1
apreciados;Positivo;1;1
apreciar;Positivo;1;1
aprecias;Positivo;1;1
apreciativa;Positivo;1;1
apreciativamente;Positivo;1;1
apreciativas;Positivo;1;1
apreciativo;Positivo;1;1
apreciativos;Positivo;1;1
aprecio;Positivo;1;1
aprecios;Positivo;1;1
aprehensiones;Negativo;-1;1
aprension;Negativo;-1;1
aprensiva;Negativo;-1;1
aprensivamente;Negativo;-1;1
aprensivas;Negativo;-1;1
aprensivo;Negativo;-1;1
aprensivos;Negativo;-1;1
apresurada;Negativo;-1;1
apresuradas;Negativo;-1;1
apresurado;Negativo;-1;1
apresurados;Negativo;-1;1
aprobacion;Positivo;1;1
aprobaciones;Positivo;1;1
aprobada;Positivo;1;1
aprobadas;Positivo;1;1
aprobado;Positivo;1;1
aprobados;Positivo;1;1
aprobar;Positivo;1;1
apropiada;Positivo;1;1
apropiado;Positivo;1;1
arañazos;Negativo;-1;1
arbitraria;Negativo;-1;1
arbitrarias;Negativo;-1;1
arbitrario;Negativo;-1;1
arbitrarios;Negativo;-1;1
arcaica;Negativo;-1;1
arcaicas;Negativo;-1;1
arcaico;Negativo;-1;1
arcaicos;Negativo;-1;1
arcana;Negativo;-1;1
arcanas;Negativo;-1;1
arcano;Negativo;-1;1
arcanos;Negativo;-1;1
archiconocida;Positivo;1;1
archiconocido;Positivo;1;1
ardiente;Positivo;1;1
ardientemente;Positivo;1;1
ardientes;Positivo;1;1
ardor;Negativo;-1;1
ardua;Negativo;-1;1
arduamente;Negativo;-1;1
arduas;Negativo;-1;1
arduo;Negativo;-1;1
arduos;Negativo;-1;1
arenga;Negativo;-1;1
arenosa;Negativo;-1;1
arenosas;Negativo;-1;1
arenoso;Negativo;-1;1
arenosos;Negativo;-1;1
armonia;Positivo;1;1
armoniosa;Positivo;1;1
armoniosamente;Positivo;1;1
armonioso;Positivo;1;1
armonizar;Positivo;1;1
armonizare;Positivo;1;1
arpia;Negativo;-1;1
arrancar;Negativo;-1;1
arrastrada;Negativo;-1;1
arrastradas;Negativo;-1;1
arrastrado;Negativo;-1;1
arrastrados;Negativo;-1;1
arrastrando;Negativo;-1;1
arrastrar;Negativo;-1;1
arrastrarse;Negativo;-1;1
arrebatos;Negativo;-1;1
arremeter;Negativo;-1;1
arrepentida;Negativo;-1;1
arrepentidas;Negativo;-1;1
arrepentido;Negativo;-1;1
arrepentidos;Negativo;-1;1
arriesgada;Negativo;-1;1
arriesgadas;Negativo;-1;1
arriesgado;Negativo;-1;1
arriesgados;Negativo;-1;1
arrogancia;Negativo;-1;1
arrogante;Negativo;-1;1
arrogantemente;Negativo;-1;1
arrojando;Negativo;-1;1
arrojar;Negativo;-1;1
arrojo;Negativo;-1;1
arruga;Negativo;-1;1
arrugada;Negativo;-1;1
arrugadas;Negativo;-1;1
arrugado;Negativo;-1;1
arrugados;Negativo;-1;1
arrugar;Negativo;-1;1
arrugarse;Negativo;-1;1
arruinada;Negativo;-1;1
arruinadas;Negativo;-1;1
arruinado;Negativo;-1;1
arruinados;Negativo;-1;1
arruinando;Negativo;-1;1
articular;Positivo;1;1
artificial;Negativo;-1;1
asaltar;Negativo;-1;1
asalto;Negativo;-1;1
asaltos;Negativo;-1;1
asco;Negativo;-1;1
ascos;Negativo;-1;1
asegurada;Positivo;1;1
aseguradas;Positivo;1;1
asegurado;Positivo;1;1
asegurados;Positivo;1;1
asegurando;Positivo;1;1
asegurar;Positivo;1;1
asequible;Positivo;1;1
asequibles;Positivo;1;1
asesina;Negativo;-1;1
asesinar;Negativo;-1;1
asesinas;Negativo;-1;1
asesinato;Negativo;-1;1
asesinatos;Negativo;-1;1
asesino;Negativo;-1;1
asesinos;Negativo;-1;1
asolaron;Negativo;-1;1
asombrosa;Positivo;1;1
asombrosas;Positivo;1;1
asombroso;Positivo;1;1
asombrosos;Positivo;1;1
aspera;Negativo;-1;1
asperas;Negativo;-1;1
aspero;Negativo;-1;1
asperos;Negativo;-1;1
aspersion;Negativo;-1;1
aspersiones;Negativo;-1;1
aspiracion;Positivo;1;1
aspiraciones;Positivo;1;1
aspirado;Negativo;-1;1
asquerosa;Negativo;-1;1
asquerosamente;Negativo;-1;1
asquerosidad;Negativo;-1;1
astutamente;Positivo;1;1
asustada;Negativo;-1;1
asustadas;Negativo;-1;1
asustadiza;Negativo;-1;1
asustadizas;Negativo;-1;1
asustadizo;Negativo;-1;1
asustadizos;Negativo;-1;1
asustado;Negativo;-1;1
asustados;Negativo;-1;1
asustar;Negativo;-1;1
atacar;Negativo;-1;1
ataques;Negativo;-1;1
atascada;Negativo;-1;1
atascadas;Negativo;-1;1
atascado;Negativo;-1;1
atascados;Negativo;-1;1
atemorizar;Negativo;-1;1
atenta;Positivo;1;1
atentas;Positivo;1;1
atento;Positivo;1;1
atentos;Positivo;1;1
aterrorizar;Negativo;-1;1
atestiguar;Positivo;1;1
atonica;Negativo;-1;1
atonicas;Negativo;-1;1
atonico;Negativo;-1;1
atonicos;Negativo;-1;1
atormentada;Negativo;-1;1
atormentadas;Negativo;-1;1
atormentado;Negativo;-1;1
atormentados;Negativo;-1;1
atormentar;Negativo;-1;1
atraccion;Positivo;1;1
atracciones;Positivo;1;1
atractiva;Positivo;1;1
atractivas;Positivo;1;1
atractivo;Positivo;1;1
atractivos;Positivo;1;1
atraer;Positivo;1;1
atrapada;Negativo;-1;1
atrapadas;Negativo;-1;1
atrapado;Negativo;-1;1
atrapados;Negativo;-1;1
atrapamiento;Negativo;-1;1
atrapamientos;Negativo;-1;1
atrasada;Negativo;-1;1
atrasadas;Negativo;-1;1
atrasado;Negativo;-1;1
atrasados;Negativo;-1;1
atraso;Negativo;-1;1
atrasos;Negativo;-1;1
atrevida;Positivo;1;1
atrevidamente;Positivo;1;1
atrevidas;Positivo;1;1
atrevido;Positivo;1;1
atrevidos;Positivo;1;1
atrocidad;Negativo;-1;1
atrocidades;Negativo;-1;1
atrofia;Negativo;-1;1
atrofiar;Negativo;-1;1
atropello;Negativo;-1;1
atropellos;Negativo;-1;1
atroz;Negativo;-1;1
atrozmente;Negativo;-1;1
aturdida;Negativo;-1;1
aturdidas;Negativo;-1;1
aturdido;Negativo;-1;1
aturdidos;Negativo;-1;1
aturdimiento;Negativo;-1;1
aturdimientos;Negativo;-1;1
aturdir;Negativo;-1;1
audible;Positivo;1;1
auge;Positivo;1;1
ausencia;Negativo;-1;1
ausente;Negativo;-1;1
austera;Negativo;-1;1
austeras;Negativo;-1;1
austero;Negativo;-1;1
austeros;Negativo;-1;1
autentica;Positivo;1;1
autenticas;Positivo;1;1
autentico;Positivo;1;1
autenticos;Positivo;1;1
autocrata;Negativo;-1;1
autocratica;Negativo;-1;1
autocraticas;Negativo;-1;1
autocratico;Negativo;-1;1
autocraticos;Negativo;-1;1
autocritica;Negativo;-1;1
autodestructiva;Negativo;-1;1
autodeterminacion;Positivo;1;1
autodeterminaciones;Positivo;1;1
autoestima;Positivo;1;1
autogolpe;Negativo;-1;1
autohumillacion;Negativo;-1;1
autonoma;Positivo;1;1
autonomas;Positivo;1;1
autonomo;Positivo;1;1
autonomos;Positivo;1;1
autoritaria;Negativo;-1;1
autoritarias;Negativo;-1;1
autoritario;Negativo;-1;1
autoritarios;Negativo;-1;1
autorizada;Positivo;1;1
autorizadas;Positivo;1;1
autorizado;Positivo;1;1
autorizados;Positivo;1;1
autorizar;Positivo;1;1
autosuficiencia;Positivo;1;1
autosuficiente;Positivo;1;1
avalancha;Negativo;-1;1
avalanda;Positivo;1;1
avalandas;Positivo;1;1
avalando;Positivo;1;1
avalandos;Positivo;1;1
avances;Positivo;1;1
avanzada;Positivo;1;1
avanzadas;Positivo;1;1
avanzado;Positivo;1;1
avanzados;Positivo;1;1
avara;Negativo;-1;1
avaras;Negativo;-1;1
avaricia;Negativo;-1;1
avaro;Negativo;-1;1
avaros;Negativo;-1;1
aventurera;Positivo;1;1
aventureras;Positivo;1;1
aventurero;Positivo;1;1
aventureros;Positivo;1;1
avergonzada;Negativo;-1;1
avergonzadas;Negativo;-1;1
avergonzado;Negativo;-1;1
avergonzados;Negativo;-1;1
avergonzar;Negativo;-1;1
aversion;Negativo;-1;1
avidamente;Positivo;1;1
avido;Positivo;1;1
avidos;Positivo;1;1
ayudada;Positivo;1;1
ayudadas;Positivo;1;1
ayudado;Positivo;1;1
ayudados;Positivo;1;1
ayudando;Positivo;1;1
azotar;Negativo;-1;1
azote;Negativo;-1;1
babosa;Negativo;-1;1
bajista;Negativo;-1;1
baladronada;Negativo;-1;1
balbucear;Negativo;-1;1
balbuceo;Negativo;-1;1
balbuceos;Negativo;-1;1
bambardeos;Negativo;-1;1
bamboleas;Negativo;-1;1
bamboleo;Negativo;-1;1
bamboleos;Negativo;-1;1
banal;Negativo;-1;1
barato;Positivo;1;1
baratos;Positivo;1;1
barbara;Negativo;-1;1
barbaramente;Negativo;-1;1
barbaras;Negativo;-1;1
barbarie;Negativo;-1;1
barbaro;Negativo;-1;1
barbaros;Negativo;-1;1
barullo;Negativo;-1;1
barullos;Negativo;-1;1
bastardos;Negativo;-1;1
basura;Negativo;-1;1
batallador;Positivo;1;1
belicosa;Negativo;-1;1
belicosas;Negativo;-1;1
belicoso;Negativo;-1;1
belicosos;Negativo;-1;1
beligerancia;Negativo;-1;1
beligerante;Negativo;-1;1
beligerantemente;Negativo;-1;1
